ad_id,Unique ID,segment,scrape_date,created_date,updated_date,Estate,saleable_area_ft2,gross_area_ft2,price_hkdm,rent_hkd,Duplicated,pricechange,latest_date_filter
2778602,27786022023-09-21,Residential,2023-09-21,2023-09-06,2023-09-06,Ocean Wings New Territories Tseung Kwan O Block and Unit: 5 seats D Building age: 6 Year Show more info about the Estate Ocean Wings,515.0,,8.8,,N,False,Y
2785753,27857532023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,The Regalia Kowloon Yau Ma Tei Block and Unit: Block 3B Building age: 28 Year Show more info about the Estate The Regalia,791.0,995.0,13.0,,N,False,Y
2785790,27857902023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"City One Shatin Phase 5 New Territories Shatin Block and Unit: Low Floor,BLOCK 48,5期 Building age: 36 Year Show more info about the Estate City One Shatin",284.0,,4.2,,N,False,Y
2785789,27857892023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Highland Park New Territories Kwai Chung Block and Unit: 5 seats D Building age: 25 Year Show more info about the Estate Highland Park,487.0,617.0,5.5,,N,False,Y
2785781,27857812023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Kornhill HK Island Quarry Bay Block and Unit: Block E (Room 9-16) Room 13 Building age: 36 Year Show more info about the Estate Kornhill,596.0,748.0,9.0,,N,False,Y
2785780,27857802023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"City Point New Territories Tsuen Wan Block and Unit: Room A, Tower 7 Building age: 8 Year Show more info about the Estate City Point",664.0,,9.38,,N,False,Y
2785779,27857792023-09-21,Residential,2023-09-21,2023-09-13,2023-09-14,Allway Gardens New Territories Tsuen Wan Block and Unit: Tower D 6 Building age: 45 Year Show more info about the Estate Allway Gardens,441.0,505.0,4.0,,N,False,Y
2785774,27857742023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Southorn Garden HK Island Wan Chai Block and Unit: Mid Floor,Southorn Garden Building age: 35 Year Show more info about the Estate Southorn Garden",591.0,,10.5,,N,False,Y
2785773,27857732023-09-21,Residential,2023-09-21,2023-09-13,2023-09-14,Village New Territories Sai Kung Block and Unit: full layer,,1400.0,12.8,,N,False,Y
2785761,27857612023-09-21,Residential,2023-09-21,2023-09-13,2023-09-14,Tin Po House Kowloon Mong Kok Block and Unit: high-rise Building age: 43 Year Show more info about the Estate Tin Po House,616.0,,5.0,,N,False,Y
2785757,27857572023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Village New Territories Sai Kung Block and Unit: full layer,,700.0,6.38,,N,False,Y
2785755,27857552023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Cetus‧square Mile Kowloon Tai Kok Tsui Block and Unit: Mid Floor,TOWER 2 Building age: 4 Year Show more info about the Estate Cetus‧square Mile",248.0,,5.09,,N,False,Y
2785750,27857502023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"City Point New Territories Tsuen Wan Block and Unit: Room A, Tower 6 Building age: 8 Year Show more info about the Estate City Point",896.0,,13.0,,N,False,Y
2785749,27857492023-09-21,Residential,2023-09-21,2023-09-13,2023-09-20,"Konwall Court Kowloon Tai Kok Tsui Block and Unit: High Floor,Konwall Court Building age: 26 Year Show more info about the Estate Konwall Court",,213.0,3.5,,N,False,Y
2785747,27857472023-09-21,Residential,2023-09-21,2023-09-13,2023-09-16,"Mei Foo Sun Chuen Phase 3 Kowloon Mei Foo Block and Unit: No. 006B, Geely Path Building age: 50 Year Show more info about the Estate Mei Foo Sun Chuen",717.0,956.0,8.7,,N,False,Y
2785744,27857442023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Sunrise Villa Kowloon To Kwa Wan Block and Unit: Mid Floor,Sunrise Villa Building age: 20 Year Show more info about the Estate Sunrise Villa",494.0,745.0,7.28,,N,False,Y
2785742,27857422023-09-21,Residential,2023-09-21,2023-09-13,2023-09-17,"Heng Fa Chuen HK Island Heng Fa Chuen Block and Unit: Block 5, 4 rooms Building age: 34 Year Show more info about the Estate Heng Fa Chuen",475.0,583.0,7.0,,N,False,Y
2785741,27857412023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Sunshine City Phase 4 New Territories Ma On Shan Block and Unit: Room 6, Tower L Building age: 27 Year Show more info about the Estate Sunshine City",338.0,460.0,5.8,,N,False,Y
2785739,27857392023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Deerhill Bay DEERHILL AVENUE New Territories Tai Po Block and Unit: Whole Block,DEERHILL AVENUE Building age: 25 Year Show more info about the Estate Deerhill Bay",2908.0,3361.0,98.0,,N,False,Y
2785736,27857362023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Yue Tin Court New Territories Shatin Block and Unit: High Floor,YUE KIN HOUSE--BLOCK C Building age: 40 Year Show more info about the Estate Yue Tin Court",466.0,569.0,5.5,,N,False,Y
2785735,27857352023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Sky Tower Kowloon To Kwa Wan Block and Unit: Flat H, Lower Floor, Tower 2 Building age: 19 Year Show more info about the Estate Sky Tower",479.0,639.0,6.9,,N,False,Y
2785733,27857332023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Kornhill HK Island Quarry Bay Block and Unit: Block E (Rooms 1-8) 4 rooms Building age: 36 Year Show more info about the Estate Kornhill,596.0,748.0,8.3,,N,False,Y
2785730,27857302023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Highland Park New Territories Kwai Chung Block and Unit: 1 Tower A Building age: 25 Year Show more info about the Estate Highland Park,481.0,592.0,5.4,,N,False,Y
2785589,27855892023-09-21,Residential,2023-09-21,2023-09-13,2023-09-20,"Lucky Building Kowloon Tsim Sha Tsui Block and Unit: High Floor,Lucky Building Building age: 47 Year Show more info about the Estate Lucky Building",312.0,403.0,4.2,,N,False,Y
2785806,27858062023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Symphony Bay VILLA RHAPSODY New Territories Ma On Shan Block and Unit: Kaiqinju Tower 13 Building age: 25 Year Show more info about the Estate Symphony Bay,1326.0,1672.0,14.0,,N,False,Y
2785816,27858162023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"The.met.bliss New Territories Ma On Shan Block and Unit: High Floor,TOWER 1 Building age: 5 Year Show more info about the Estate The.met.bliss",223.0,,3.38,,N,False,Y
2785815,27858152023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Oceanaire Building New Territories Ma On Shan Block and Unit: Room D, Tower 1A Building age: 12 Year Show more info about the Estate Oceanaire",822.0,1074.0,10.99,,N,False,Y
2785813,27858132023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Nan Fung Sun Chuen HK Island Quarry Bay Block and Unit: Room F, Block 6, Nan Fung Sun Chuen Building age: 45 Year Show more info about the Estate Nan Fung Sun Chuen",391.0,474.0,6.0,,N,False,Y
2785810,27858102023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Golden Building Kowloon Sham Shui Po Block and Unit: Mid Floor,BLOCK 3 Building age: 43 Year Show more info about the Estate Golden Building",347.0,,4.38,,N,False,Y
2785805,27858052023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Hoi Lok Court Kowloon Nam Cheong Block and Unit: Mid Floor,BLOCK C Show more info about the Estate Hoi Lok Court",521.0,,7.1,,N,False,Y
2785804,27858042023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Ava61 Kowloon Sham Shui Po Block and Unit: AVA 61 High-Rise Building age: 2 Year Show more info about the Estate Ava61,164.0,,3.1,,N,False,Y
2785800,27858002023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Cannon Garden HK Island North Point Block and Unit: Low Floor,Cannon Garden Building age: 30 Year Show more info about the Estate Cannon Garden",496.0,633.0,6.6,,N,False,Y
2785799,27857992023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Hoi Lok Court Kowloon Nam Cheong Block and Unit: High Floor,BLOCK E Show more info about the Estate Hoi Lok Court",629.0,,8.8,,N,False,Y
2785729,27857292023-09-21,Residential,2023-09-21,2023-09-13,2023-09-18,Princeton Tower HK Island Sheung Wan Block and Unit: Puton Terrace Lower Floor Building age: 20 Year Show more info about the Estate Princeton Tower,488.0,,8.98,,N,True,Y
2785727,27857272023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Sunshine City Phase 4 New Territories Ma On Shan Block and Unit: Room 6, Block L Building age: 27 Year Show more info about the Estate Sunshine City",338.0,460.0,5.8,,N,False,Y
2785725,27857252023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Prosperous Garden Kowloon Yau Ma Tei Block and Unit: Low Floor,BLOCK 1 Building age: 32 Year Show more info about the Estate Prosperous Garden",591.0,712.0,8.6,,N,False,Y
2785618,27856182023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Monte Vista New Territories Ma On Shan Block and Unit: Room C, Block 9 Building age: 23 Year Show more info about the Estate Monte Vista",809.0,1046.0,9.5,,N,False,Y
2785645,27856452023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Mayfair Gardens New Territories Tsing Yi Block and Unit: Room C, Block 12 Building age: 41 Year Show more info about the Estate Mayfair Gardens",525.0,671.0,5.8,,N,False,Y
2785643,27856432023-09-21,Residential,2023-09-21,2023-09-13,2023-09-19,"City Garden HK Island North Point Block and Unit: Room C, Block 13, Phase 2 Building age: 37 Year Show more info about the Estate City Garden",662.0,843.0,10.38,,N,False,Y
2785642,27856422023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Yu Shing Building Kowloon Sham Shui Po Block and Unit: High Floor,Yu Shing Building Building age: 34 Year Show more info about the Estate Yu Shing Building",272.0,,3.6,,N,False,Y
2785639,27856392023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Symphony Bay VILLA RHAPSODY New Territories Ma On Shan Block and Unit: Kaiqinju Tower 2 Building age: 25 Year Show more info about the Estate Symphony Bay,1094.0,1377.0,14.2,,N,False,Y
2785637,27856372023-09-21,Residential,2023-09-21,2023-09-13,2023-09-19,"City Garden HK Island North Point Block and Unit: Room D, Block 11, Phase 2 Building age: 37 Year Show more info about the Estate City Garden",1215.0,1392.0,18.38,,N,False,Y
2785635,27856352023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Flora Garden HK Island North Point Mid Block and Unit: Room 1, Tower C Building age: 44 Year Show more info about the Estate Flora Garden",837.0,964.0,12.8,,N,False,Y
2785631,27856312023-09-21,Residential,2023-09-21,2023-09-13,2023-09-18,"Golden Lion Garden STAGE I New Territories Tai Wai Block and Unit: Mid Floor,GOLDEN HARVEST COURT--BLOCK F,STAGE I Building age: 35 Year Show more info about the Estate Golden Lion Garden",282.0,452.0,3.45,,N,True,Y
2785627,27856272023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Tai Fung House Kowloon Mong Kok Block and Unit: Mid Floor,NO.24 TUNG CHOI Building age: 48 Year Show more info about the Estate Tai Fung House",413.0,,4.78,,N,False,Y
2785620,27856202023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Wing Ning Building Kowloon Cheung Sha Wan Block and Unit: High Floor,Wing Ning Building Building age: 32 Year Show more info about the Estate Wing Ning Building",265.0,,3.5,,N,False,Y
2785619,27856192023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Belair Gardens New Territories Shatin Block and Unit: Unit A,Low Floor,HOOVER HEIGHTS--BLOCK H Building age: 36 Year Show more info about the Estate Belair Gardens",831.0,1120.0,8.8,,N,False,Y
2785614,27856142023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,The Met. Delight Kowloon Cheung Sha Wan Block and Unit: 薈悅 高層 Building age: 5 Year Show more info about the Estate The Met. Delight,333.0,,5.7,,N,False,Y
2785723,27857232023-09-21,Residential,2023-09-21,2023-09-13,2023-09-20,"The Wings THE WINGS IIIA New Territories Tseung Kwan O Block and Unit: High Floor,TOWER 3B,THE WINGS IIIA Building age: 6 Year Show more info about the Estate The Wings",606.0,,11.18,,N,False,Y
2785608,27856082023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Mayfair Gardens New Territories Tsing Yi Block and Unit: Room E, Tower 7 Building age: 41 Year Show more info about the Estate Mayfair Gardens",401.0,519.0,4.2,,N,False,Y
2785607,27856072023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Gardenia Kowloon Sham Shui Po Block and Unit: High Floor,Gardenia Building age: 11 Year Show more info about the Estate Gardenia",474.0,,8.5,,N,False,Y
2785606,27856062023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"One New York Kowloon Cheung Sha Wan Block and Unit: Mid Floor,One New York Building age: 15 Year Show more info about the Estate One New York",468.0,,7.8,,N,False,Y
2785605,27856052023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Kings Court Kowloon Prince Edward Block and Unit: 瓊華閣 高層 Building age: 37 Year Show more info about the Estate Kings Court,292.0,,4.95,,N,False,Y
2785603,27856032023-09-21,Residential,2023-09-21,2023-09-13,2023-09-16,Eldo Court New Territories Tuen Mun Block and Unit: Tower C D Building age: 36 Year Show more info about the Estate Eldo Court,566.0,713.0,5.1,,N,True,Y
2785602,27856022023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,The Morgan HK Island Western Mid-levels Block and Unit: Room D2 Building age: 7 Year Show more info about the Estate The Morgan,936.0,,29.0,,N,False,Y
2785601,27856012023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"The Metropolis Residence Kowloon Hung Hom Block and Unit: High Floor,TOWER TWO Building age: 20 Year Show more info about the Estate The Metropolis Residence",468.0,620.0,7.8,,N,False,Y
2785596,27855962023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Cheong Fat Kowloon Yau Ma Tei Block and Unit: 昌發大廈 高層 Building age: 27 Year Show more info about the Estate Cheong Fat,324.0,,5.25,,N,False,Y
2785595,27855952023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Tanner Garden HK Island North Point Block and Unit: Mid Floor,BLOCK 4 Building age: 32 Year Show more info about the Estate Tanner Garden",734.0,893.0,10.5,,N,False,Y
2785592,27855922023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Chatham Gate Kowloon Hung Hom Block and Unit: Unit A,Low Floor,TOWER 1 Show more info about the Estate Chatham Gate",867.0,1151.0,12.98,,N,False,Y
2785648,27856482023-09-21,Residential,2023-09-21,2023-09-13,2023-09-14,Village New Territories Yuen Long Block and Unit: 2,,700.0,5.6,,N,False,Y
2785649,27856492023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,One New York Kowloon Cheung Sha Wan Block and Unit: ONE NEW YORKRoom C Building age: 15 Year Show more info about the Estate One New York,467.0,657.0,7.8,,N,False,Y
2785652,27856522023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"The Victoria Towers Kowloon Tsim Sha Tsui Block and Unit: Unit F,High Floor,TOWER 3 Building age: 20 Year Show more info about the Estate The Victoria Towers",552.0,791.0,12.8,,N,False,Y
2785656,27856562023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Upper River Bank Kowloon Kai Tak Block and Unit: Yet. Room J, Tower 2, Jun? Building age: 2 Year Show more info about the Estate Upper River Bank",332.0,,7.0,,N,False,Y
2785713,27857132023-09-21,Residential,2023-09-21,2023-09-13,2023-09-17,"Heng Fa Chuen HK Island Heng Fa Chuen Block and Unit: Block 6, 6 rooms Building age: 34 Year Show more info about the Estate Heng Fa Chuen",453.0,556.0,6.6,,N,False,Y
2785707,27857072023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Highland Park New Territories Kwai Chung Block and Unit: 2A Building age: 25 Year Show more info about the Estate Highland Park,481.0,592.0,5.38,,N,False,Y
2785706,27857062023-09-21,Residential,2023-09-21,2023-09-13,2023-09-20,Serenity Park Phase 1 New Territories Tai Wo Block and Unit: 08 Block B Building age: 29 Year Show more info about the Estate Serenity Park,526.0,710.0,7.2,,N,False,Y
2785705,27857052023-09-21,Residential,2023-09-21,2023-09-13,2023-09-20,"Liberte Kowloon Lai Chi Kok Block and Unit: High Floor,BLOCK 5 Building age: 20 Year Show more info about the Estate Liberte",520.0,,9.4,,N,False,Y
2785701,27857012023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Marbella New Territories Ma On Shan Block and Unit: Tower 2 (Block B) Room B Building age: 22 Year Show more info about the Estate Marbella,736.0,959.0,8.88,,N,False,Y
2785697,27856972023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Metroregalia Kowloon Tai Kok Tsui Block and Unit: Mid Floor,MetroRegalia Building age: 17 Year Show more info about the Estate Metroregalia",464.0,655.0,6.98,,N,False,Y
2785695,27856952023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Village New Territories Sai Kung Block and Unit: A,,1400.0,11.5,,N,False,Y
2785694,27856942023-09-21,Residential,2023-09-21,2023-09-13,2023-09-19,City Point New Territories Tsuen Wan Block and Unit: Block 7 Room A Building age: 8 Year Show more info about the Estate City Point,664.0,,9.38,,N,False,Y
2785690,27856902023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Yen Fu Mansion Kowloon Kwun Tong Block and Unit: full layer Building age: 56 Year Show more info about the Estate Yen Fu Mansion,501.0,,4.9,,N,False,Y
2785689,27856892023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"The Prominence Kowloon Sham Shui Po Block and Unit: High Floor,The Prominence Building age: 15 Year Show more info about the Estate The Prominence",271.0,,4.2,,N,False,Y
2785687,27856872023-09-21,Residential,2023-09-21,2023-09-13,2023-09-17,"Heng Fa Chuen HK Island Heng Fa Chuen Block and Unit: Block 33, 4 rooms Building age: 34 Year Show more info about the Estate Heng Fa Chuen",560.0,682.0,7.8,,N,False,Y
2785685,27856852023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Sheffield Villas New Territories Yuen Long Block and Unit: Room A, Tower 1 Building age: 23 Year Show more info about the Estate Sheffield Villas",762.0,1007.0,6.8,,N,False,Y
2785684,27856842023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Kam Hay Court New Territories Ma On Shan Block and Unit: Kam Yan Court (Block B) 5 Building age: 33 Year Show more info about the Estate Kam Hay Court,554.0,712.0,5.0,,N,False,Y
2785680,27856802023-09-21,Residential,2023-09-21,2023-09-13,2023-09-19,271 Chatham Road North Kowloon Hung Hom Block and Unit: full layer Building age: 37 Year Show more info about the Estate 271 Chatham Road North,255.0,,2.7,,N,False,Y
2785676,27856762023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Constellation Cove New Territories Tai Po Block and Unit: 53 Building age: 21 Year Show more info about the Estate Constellation Cove,2717.0,3960.0,44.5,,N,False,Y
2785672,27856722023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Liberte Kowloon Lai Chi Kok Block and Unit: 8 seats D Building age: 20 Year Show more info about the Estate Liberte,491.0,647.0,7.8,,N,False,Y
2785670,27856702023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Whampoa Garden SITE 5 Kowloon Whampoa Block and Unit: Low Floor,BLOCK 9,SITE 5 Building age: 38 Year Show more info about the Estate Whampoa Garden",680.0,788.0,9.48,,N,False,Y
2785665,27856652023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Riviera Gardens New Territories Tsuen Wan Block and Unit: Haikui Court (Block 20) Middle Floor Building age: 33 Year Show more info about the Estate Riviera Gardens,453.0,562.0,5.3,,N,False,Y
2785664,27856642023-09-21,Residential,2023-09-21,2023-09-13,2023-09-14,"Holford Gardens New Territories Tai Wai Block and Unit: Low Floor,TOWER 1 Show more info about the Estate Holford Gardens",409.0,470.0,5.0,,N,False,Y
2785663,27856632023-09-21,Residential,2023-09-21,2023-09-13,2023-09-16,"Palatial Coast Grand Pacific Heights New Territories Tuen Mun Castle Peak Road Block and Unit: Low Floor,BLOCK 8,海琴軒 Building age: 24 Year Show more info about the Estate Palatial Coast",684.0,852.0,6.18,,N,False,Y
2785661,27856612023-09-21,Residential,2023-09-21,2023-09-13,2023-09-19,Victoria Harbour HK Island North Point Block and Unit: Phase 1B Tower 2 Building age: 5 Year Show more info about the Estate Victoria Harbour,1423.0,,78.8,,N,False,Y
2785883,27858832023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Mongkok Plaza Kowloon Mong Kok Block and Unit: High Floor,Mongkok Plaza Building age: 28 Year Show more info about the Estate Mongkok Plaza",344.0,,5.3,,N,False,Y
2785891,27858912023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Upper River Bank Kowloon Kai Tak Block and Unit: 2-seat J Building age: 2 Year Show more info about the Estate Upper River Bank,333.0,,6.7,,N,False,Y
2785888,27858882023-09-21,Residential,2023-09-21,2023-09-13,2023-09-15,The Pacifica Kowloon Lai Chi Kok Block and Unit: 1 Tower B Building age: 18 Year Show more info about the Estate The Pacifica,554.0,755.0,9.88,,N,False,Y
2785887,27858872023-09-21,Residential,2023-09-21,2023-09-13,2023-09-14,"The Entrance New Territories Ma On Shan Block and Unit: Flat B, Tower 3 Building age: 3 Year Show more info about the Estate The Entrance",922.0,,18.8,,N,False,Y
2785886,27858862023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,New Town Mansion New Territories Tuen Mun Block and Unit: Tower B 7 Building age: 38 Year Show more info about the Estate New Town Mansion,442.0,550.0,4.35,,N,False,Y
2785885,27858852023-09-21,Residential,2023-09-21,2023-09-13,2023-09-20,Domus DOMUS New Territories Yuen Long Block and Unit: 27 Building age: 7 Year Show more info about the Estate Domus,244.0,,2.4,,N,False,Y
2785870,27858702023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Sausalito New Territories Ma On Shan Block and Unit: Unit C,High Floor,TOWER 6 Building age: 15 Year Show more info about the Estate Sausalito",488.0,655.0,6.8,,N,False,Y
2785881,27858812023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Riviera Gardens New Territories Tsuen Wan Block and Unit: Low Floor,TOWER 2 Building age: 33 Year Show more info about the Estate Riviera Gardens",576.0,696.0,6.38,,N,False,Y
2785880,27858802023-09-21,Residential,2023-09-21,2023-09-13,2023-09-14,"My Place Kowloon To Kwa Wan Block and Unit: Unit G,Mid Floor,My Place Building age: 2 Year Show more info about the Estate My Place",259.0,,3.98,,N,False,Y
2785879,27858792023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Upper East Kowloon Hung Hom Block and Unit: High Floor,TOWER 1B Building age: 3 Year Show more info about the Estate Upper East",216.0,,3.88,,N,False,Y
2785877,27858772023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Choi Hing Court Kowloon Ngau Chi Wan Block and Unit: full layer Show more info about the Estate Choi Hing Court,378.0,,4.65,,N,False,Y
2785876,27858762023-09-21,Residential,2023-09-21,2023-09-13,2023-09-19,"City Hub Kowloon To Kwa Wan Block and Unit: Mid Floor,City Hub Show more info about the Estate City Hub",262.0,,4.9,,N,False,Y
2785874,27858742023-09-21,Residential,2023-09-21,2023-09-13,2023-09-17,Village New Territories Yuen Long Block and Unit: 2/f,700.0,,4.68,,N,False,Y
2785896,27858962023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Mountain Shore New Territories Ma On Shan Block and Unit: Room D, Tower 3 Building age: 23 Year Show more info about the Estate Mountain Shore",482.0,635.0,7.2,,N,False,Y
2785897,27858972023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Vincent Mansion HK Island Tin Hau Block and Unit: Mid Floor,Vincent Mansion Building age: 41 Year Show more info about the Estate Vincent Mansion",315.0,,4.38,,N,False,Y
2785918,27859182023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Nan Yuen Building Kowloon Prince Edward Block and Unit: Mid Floor,Nan Yuen Building Show more info about the Estate Nan Yuen Building",463.0,,4.75,,N,False,Y
2785915,27859152023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Repulse Bay Towers HK Island Repulse Bay Block and Unit: - Building age: 60 Year Show more info about the Estate Repulse Bay Towers,2578.0,,95.0,,N,False,Y
2785914,27859142023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Shun Ning Building Kowloon Cheung Sha Wan Block and Unit: Low Floor,Shun Ning Building Building age: 40 Year Show more info about the Estate Shun Ning Building",340.0,,3.98,,N,False,Y
2785912,27859122023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Kornhill HK Island Quarry Bay Block and Unit: Block E (Rooms 1-8) 4 rooms Building age: 36 Year Show more info about the Estate Kornhill,596.0,748.0,8.3,,N,False,Y
2785911,27859112023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,The Victoria Towers Kowloon Tsim Sha Tsui Block and Unit: 3 seats D Building age: 20 Year Show more info about the Estate The Victoria Towers,927.0,1281.0,22.0,,N,False,Y
2785910,27859102023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Hoi Hing Building HK Island Tin Hau Block and Unit: Mid Floor,Hoi Hing Building Building age: 35 Year Show more info about the Estate Hoi Hing Building",291.0,424.0,4.6,,N,False,Y
2785909,27859092023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Festival City PHASE I New Territories Tai Wai Block and Unit: Low Floor,TOWER 2,PHASE I Building age: 13 Year Show more info about the Estate Festival City",679.0,,10.3,,N,False,Y
2785907,27859072023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Quality Tower Kowloon Tsim Sha Tsui Block and Unit: 廣利樓 高層 Building age: 36 Year Show more info about the Estate Quality Tower,266.0,,4.28,,N,False,Y
2785905,27859052023-09-21,Residential,2023-09-21,2023-09-13,2023-09-14,Ori New Territories Tuen Mun Block and Unit: 1G Building age: 5 Year Show more info about the Estate Ori,264.0,,2.788,,N,False,Y
2785904,27859042023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Cheong Lok Building Kowloon Sham Shui Po Block and Unit: Low Floor,Cheong Lok Building Building age: 58 Year Show more info about the Estate Cheong Lok Building",541.0,,4.98,,N,False,Y
2785903,27859032023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Skyview Cliff HK Island Western Mid-levels Block and Unit: Room C Building age: 28 Year Show more info about the Estate Skyview Cliff,883.0,1113.0,14.0,,N,False,Y
2785902,27859022023-09-21,Residential,2023-09-21,2023-09-13,2023-09-17,"Wilmont Court HK Island North Point Block and Unit: Mid Floor,Wilmont Court Building age: 47 Year Show more info about the Estate Wilmont Court",505.0,,6.5,,N,False,Y
2785901,27859012023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Kar Fu Building HK Island North Point Block and Unit: High Floor,Kar Fu Building Building age: 39 Year Show more info about the Estate Kar Fu Building",196.0,301.0,3.78,,N,False,Y
2785899,27858992023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Rica Victoria HK Island North Point Block and Unit: High Floor,Rica Victoria Building age: 21 Year Show more info about the Estate Rica Victoria",337.0,,6.45,,N,False,Y
2785898,27858982023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Healthy Gardens HK Island North Point Block and Unit: Block D 8 Building age: 44 Year Show more info about the Estate Healthy Gardens,446.0,507.0,6.1,,N,False,Y
2785871,27858712023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,"Metro City PHASE II New Territories Tseung Kwan O Block and Unit: Room G, Tower 3, Phase 2 Building age: 23 Year Show more info about the Estate Metro City",362.0,516.0,5.8,,N,False,Y
2785841,27858412023-09-21,Residential,2023-09-21,2023-09-13,2023-09-13,Ocean Pride Ocean Pride New Territories Tsuen Wan Block and Unit: 9 seats C Show more info about the Estate Ocean Pride,371.0,,7.89,,N,False,Y
